pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,organism,gene_name,entry_status,belongs_to,mapped_class,mapped_superclass,binder,ligand
3MGO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RLU,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
6GH1,C,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
5V5L,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4N8V,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3H9H,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6AMT,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1HHI,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1I7T,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7S8E,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7PB2,A,1,179,A0A583ZB34,179,371,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4JFE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3NFN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5HGH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5T6Y,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5VUE,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7MJ7,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8I5C,A,1,180,U5YJJ6,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7S7D,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5WKF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4NQX,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4PRN,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6J29,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3OXR,A,1,180,Q5MAG5,180,365,HLA class I histocompatibility antigen A alpha chain,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5HHM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7MJ9,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6JTP,A,1,179,C1K0Y1,179,366,HLA class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5VUF,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5T6X,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5C07,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3GJF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7LGD,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5BRZ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5C0C,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8ISN,A,1,180,D9UAY1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VFN,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7KGT,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5W1W,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
3O4L,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6Z9X,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2X70,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2BVO,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3GSO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6P64,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6P2C,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4XXC,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7S8A,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
9BL6,A,1,180,A0A411J078,180,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6SSA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8TBW,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VFP,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7OW5,A,1,179,A0A583ZB34,179,371,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2VLL,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7JYV,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RBU,A,1,180,Q5S3G3,180,365,HLA class I histocompatibility antigen A alpha chain,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3MRB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5SWQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3X13,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3PWL,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2X4S,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4G8G,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3IXA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7PBC,CCC,1,179,Q861F7,179,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6RP9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7WJ3,A,1,179,A0A858LG55,179,366,MHC class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7T5M,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VFU,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6Q3S,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1A1N,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5HHO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4JQV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8F5A,A,1,180,U6BR87,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6UJ8,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4MNQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3LN4,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7R7X,A,1,180,U6BR87,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VB2,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8XG2,A,1,180,A0A0G2JPD3,180,394,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6R2L,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8SBK,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4WUU,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5E00,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8E8I,A,1,179,Q5SS57,179,362,HLA class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5FA4,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6MT6,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3MRQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8TUH,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1W72,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6G3J,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8SHI,A,1,179,F6IQM2,179,349,MHC class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6O4Z,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2VLK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2P5E,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4O2E,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7LGT,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6O4Y,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3PWN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4LCY,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,no
6PTE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5C08,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5E9D,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5HHP,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2GJ6,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3MRM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6RSY,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8XES,A,1,180,A0A0G2JPD3,180,394,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6TRO,A,1,179,Q53Z42,179,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4PRA,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8FU4,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6BXP,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3HPJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2DYP,A,1,179,P17693,179,338,"HLA class I histocompatibility antigen, alpha chain G",Homo sapiens,HLA-G,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
3O3E,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3V5H,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5WKH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3SJV,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3BXN,A,1,180,Q56H30,180,295,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6O9C,A,2,180,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8I5E,H,1,180,U5YJJ6,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3BH8,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VRJ,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6TRN,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1I1F,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5WMP,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3VFV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8TBV,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6SS9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8U9G,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5MEN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5WMN,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7WT5,A,2,181,A0A109QAI7,180,365,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
