id,UMAP1,UMAP2,umap_input,umap_neighbors,umap_min_dist,umap_spread,umap_repulsion_strength,random_state,source,pdb_id,gene_name,mapped_class,mapped_superclass,mhc_bound_state
3vxn,8.958788,7.0890756,precomputed,8,0.8,1.0,1.0,42,pdb,3VXN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5jhd,6.6997523,4.0722656,precomputed,8,0.8,1.0,1.0,42,pdb,5JHD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7kgp,6.6160564,-0.0032634123,precomputed,8,0.8,1.0,1.0,42,pdb,7KGP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4o2c,3.15307,13.435916,precomputed,8,0.8,1.0,1.0,42,pdb,4O2C,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1eey,6.127618,5.6603055,precomputed,8,0.8,1.0,1.0,42,pdb,1EEY,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2x4n,8.794816,3.6720111,precomputed,8,0.8,1.0,1.0,42,pdb,2X4N,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rop,2.2487638,13.839898,precomputed,8,0.8,1.0,1.0,42,pdb,8ROP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3o3b,5.8828707,3.6400542,precomputed,8,0.8,1.0,1.0,42,pdb,3O3B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2f53,7.5187907,4.0786242,precomputed,8,0.8,1.0,1.0,42,pdb,2F53,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7s7f,0.99262875,8.029646,precomputed,8,0.8,1.0,1.0,42,pdb,7S7F,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rhq,6.8452406,1.476421,precomputed,8,0.8,1.0,1.0,42,pdb,8RHQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7kgq,6.5124383,0.22376673,precomputed,8,0.8,1.0,1.0,42,pdb,7KGQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6p2s,-1.40795,10.090492,precomputed,8,0.8,1.0,1.0,42,pdb,6P2S,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5w1v,13.913804,22.948158,precomputed,8,0.8,1.0,1.0,42,pdb,5W1V,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-BL
6tdq,5.6913986,3.2160249,precomputed,8,0.8,1.0,1.0,42,pdb,6TDQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7wt4,9.835511,6.6549387,precomputed,8,0.8,1.0,1.0,42,pdb,7WT4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4f7t,10.184844,6.48663,precomputed,8,0.8,1.0,1.0,42,pdb,4F7T,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3rew,6.314353,4.4059343,precomputed,8,0.8,1.0,1.0,42,pdb,3REW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7wkj,7.407474,0.4162439,precomputed,8,0.8,1.0,1.0,42,pdb,7WKJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1qew,4.0181355,3.6077433,precomputed,8,0.8,1.0,1.0,42,pdb,1QEW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5isz,6.082728,4.348057,precomputed,8,0.8,1.0,1.0,42,pdb,5ISZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1qvo,9.861013,2.494572,precomputed,8,0.8,1.0,1.0,42,pdb,1QVO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1s9x,8.313786,4.6452804,precomputed,8,0.8,1.0,1.0,42,pdb,1S9X,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1qrn,3.6235626,0.89468455,precomputed,8,0.8,1.0,1.0,42,pdb,1QRN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6vb1,1.9496936,13.084644,precomputed,8,0.8,1.0,1.0,42,pdb,6VB1,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5hgd,7.698843,7.499205,precomputed,8,0.8,1.0,1.0,42,pdb,5HGD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8ryq,10.001855,4.3229465,precomputed,8,0.8,1.0,1.0,42,pdb,8RYQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3ft4,9.234421,-1.7791308,precomputed,8,0.8,1.0,1.0,42,pdb,3FT4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7rzd,0.90565366,7.1369863,precomputed,8,0.8,1.0,1.0,42,pdb,7RZD,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6avf,2.164989,7.4873915,precomputed,8,0.8,1.0,1.0,42,pdb,6AVF,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8ryp,9.533714,4.4253993,precomputed,8,0.8,1.0,1.0,42,pdb,8RYP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8xfz,10.130674,5.76211,precomputed,8,0.8,1.0,1.0,42,pdb,8XFZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5wjn,11.128255,2.8071697,precomputed,8,0.8,1.0,1.0,42,pdb,5WJN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6gl1,15.661552,21.578178,precomputed,8,0.8,1.0,1.0,42,pdb,6GL1,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
6uzq,-0.3632669,12.234329,precomputed,8,0.8,1.0,1.0,42,pdb,6UZQ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6mt4,4.2246094,12.571611,precomputed,8,0.8,1.0,1.0,42,pdb,6MT4,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5fdw,10.239316,0.30402806,precomputed,8,0.8,1.0,1.0,42,pdb,5FDW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6pag,1.9012337,12.273657,precomputed,8,0.8,1.0,1.0,42,pdb,6PAG,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4no5,10.10741,0.21464828,precomputed,8,0.8,1.0,1.0,42,pdb,4NO5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5eu3,5.039062,-1.6579145,precomputed,8,0.8,1.0,1.0,42,pdb,5EU3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6id4,9.738553,4.4813538,precomputed,8,0.8,1.0,1.0,42,pdb,6ID4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8eb2,6.727302,4.7466617,precomputed,8,0.8,1.0,1.0,42,pdb,8EB2,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6tdr,6.1319366,2.9589555,precomputed,8,0.8,1.0,1.0,42,pdb,6TDR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-unbound
6vm9,4.713297,3.5527685,precomputed,8,0.8,1.0,1.0,42,pdb,6VM9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3fqx,7.131663,0.9032093,precomputed,8,0.8,1.0,1.0,42,pdb,3FQX,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7p3e,0.79654205,0.6278841,precomputed,8,0.8,1.0,1.0,42,pdb,7P3E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8ryn,9.479106,4.5768743,precomputed,8,0.8,1.0,1.0,42,pdb,8RYN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8roo,2.741014,13.764113,precomputed,8,0.8,1.0,1.0,42,pdb,8ROO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6am5,3.8484807,4.407693,precomputed,8,0.8,1.0,1.0,42,pdb,6AM5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5hyj,4.6984754,0.5314674,precomputed,8,0.8,1.0,1.0,42,pdb,5HYJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8rlu,15.531911,22.468222,precomputed,8,0.8,1.0,1.0,42,pdb,8RLU,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-BL
6joz,10.889511,3.5185988,precomputed,8,0.8,1.0,1.0,42,pdb,6JOZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5w69,2.8388216,11.832026,precomputed,8,0.8,1.0,1.0,42,pdb,5W69,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
7mkb,6.3924623,5.5836926,precomputed,8,0.8,1.0,1.0,42,pdb,7MKB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6gh1,15.310851,21.85847,precomputed,8,0.8,1.0,1.0,42,pdb,6GH1,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
1hsb,7.979042,0.78508174,precomputed,8,0.8,1.0,1.0,42,pdb,1HSB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3h9h,5.4860663,4.8683715,precomputed,8,0.8,1.0,1.0,42,pdb,3H9H,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7nmf,12.411229,6.2738757,precomputed,8,0.8,1.0,1.0,42,pdb,7NMF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4n8v,9.947033,4.5692253,precomputed,8,0.8,1.0,1.0,42,pdb,4N8V,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8gon,7.200726,3.692173,precomputed,8,0.8,1.0,1.0,42,pdb,8GON,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8dvg,1.0853078,4.944703,precomputed,8,0.8,1.0,1.0,42,pdb,8DVG,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7ow4,10.467945,2.4934454,precomputed,8,0.8,1.0,1.0,42,pdb,7OW4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7p3d,10.051602,0.61230785,precomputed,8,0.8,1.0,1.0,42,pdb,7P3D,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4jfe,3.7221787,3.6570742,precomputed,8,0.8,1.0,1.0,42,pdb,4JFE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5t6y,4.327865,13.44066,precomputed,8,0.8,1.0,1.0,42,pdb,5T6Y,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5hgh,8.4924,7.260381,precomputed,8,0.8,1.0,1.0,42,pdb,5HGH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mgo,5.1599407,5.8690515,precomputed,8,0.8,1.0,1.0,42,pdb,3MGO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7s7d,0.67424697,7.165102,precomputed,8,0.8,1.0,1.0,42,pdb,7S7D,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5v5l,5.2266564,11.829583,precomputed,8,0.8,1.0,1.0,42,pdb,5V5L,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4nqx,9.963044,3.0151236,precomputed,8,0.8,1.0,1.0,42,pdb,4NQX,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4prn,-0.998788,14.049434,precomputed,8,0.8,1.0,1.0,42,pdb,4PRN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6amt,6.52469,3.2305455,precomputed,8,0.8,1.0,1.0,42,pdb,6AMT,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6j29,8.628693,0.93459123,precomputed,8,0.8,1.0,1.0,42,pdb,6J29,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6jtp,1.6703101,11.685563,precomputed,8,0.8,1.0,1.0,42,pdb,6JTP,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
1i7t,6.2091665,6.012961,precomputed,8,0.8,1.0,1.0,42,pdb,1I7T,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5hhm,1.8825737,1.1958433,precomputed,8,0.8,1.0,1.0,42,pdb,5HHM,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1hhi,6.1160865,6.15182,precomputed,8,0.8,1.0,1.0,42,pdb,1HHI,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7pb2,11.25215,2.4406242,precomputed,8,0.8,1.0,1.0,42,pdb,7PB2,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5vuf,4.8538327,14.266256,precomputed,8,0.8,1.0,1.0,42,pdb,5VUF,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7s8e,0.8663423,7.119317,precomputed,8,0.8,1.0,1.0,42,pdb,7S8E,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5t6x,4.409457,13.801191,precomputed,8,0.8,1.0,1.0,42,pdb,5T6X,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c07,4.5945354,0.6895762,precomputed,8,0.8,1.0,1.0,42,pdb,5C07,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3nfn,8.355834,7.294706,precomputed,8,0.8,1.0,1.0,42,pdb,3NFN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5vue,4.4280853,13.61886,precomputed,8,0.8,1.0,1.0,42,pdb,5VUE,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3gjf,7.157577,4.2477994,precomputed,8,0.8,1.0,1.0,42,pdb,3GJF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8isn,11.106453,5.474895,precomputed,8,0.8,1.0,1.0,42,pdb,8ISN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7mj7,9.610535,-1.8710082,precomputed,8,0.8,1.0,1.0,42,pdb,7MJ7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5brz,9.374317,1.2541224,precomputed,8,0.8,1.0,1.0,42,pdb,5BRZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5c0c,4.7357907,0.421409,precomputed,8,0.8,1.0,1.0,42,pdb,5C0C,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3vfn,-1.836725,13.975124,precomputed,8,0.8,1.0,1.0,42,pdb,3VFN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3oxr,7.471614,-0.27223387,precomputed,8,0.8,1.0,1.0,42,pdb,3OXR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5wkf,10.840203,4.3502026,precomputed,8,0.8,1.0,1.0,42,pdb,5WKF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2bvo,2.9833436,15.190087,precomputed,8,0.8,1.0,1.0,42,pdb,2BVO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7mj9,6.5854297,-1.0507115,precomputed,8,0.8,1.0,1.0,42,pdb,7MJ9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4xxc,2.702077,13.709593,precomputed,8,0.8,1.0,1.0,42,pdb,4XXC,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7kgt,6.6336837,0.18952902,precomputed,8,0.8,1.0,1.0,42,pdb,7KGT,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7lgd,5.39566,14.84765,precomputed,8,0.8,1.0,1.0,42,pdb,7LGD,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8tbw,6.9828024,3.7868092,precomputed,8,0.8,1.0,1.0,42,pdb,8TBW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3o4l,6.32708,3.9253635,precomputed,8,0.8,1.0,1.0,42,pdb,3O4L,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6ssa,4.087872,1.5938394,precomputed,8,0.8,1.0,1.0,42,pdb,6SSA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5w1w,13.935519,22.899374,precomputed,8,0.8,1.0,1.0,42,pdb,5W1W,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-BL
6z9x,5.4406786,2.9442873,precomputed,8,0.8,1.0,1.0,42,pdb,6Z9X,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2x70,8.649183,3.510534,precomputed,8,0.8,1.0,1.0,42,pdb,2X70,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8utc,2.0525434,7.598079,precomputed,8,0.8,1.0,1.0,42,pdb,8UTC,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2vll,6.815117,5.5226936,precomputed,8,0.8,1.0,1.0,42,pdb,2VLL,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vfp,-1.880367,13.312191,precomputed,8,0.8,1.0,1.0,42,pdb,3VFP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6p64,9.512197,-1.1206946,precomputed,8,0.8,1.0,1.0,42,pdb,6P64,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3gso,5.206007,-1.7851118,precomputed,8,0.8,1.0,1.0,42,pdb,3GSO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5swq,9.348381,-1.5363312,precomputed,8,0.8,1.0,1.0,42,pdb,5SWQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rbu,7.092288,1.5934196,precomputed,8,0.8,1.0,1.0,42,pdb,8RBU,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4g8g,8.55309,18.299124,precomputed,8,0.8,1.0,1.0,42,pdb,4G8G,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3ixa,5.609402,4.794218,precomputed,8,0.8,1.0,1.0,42,pdb,3IXA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6p2c,-0.9157959,10.195011,precomputed,8,0.8,1.0,1.0,42,pdb,6P2C,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7t5m,5.9499207,4.287765,precomputed,8,0.8,1.0,1.0,42,pdb,7T5M,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9bl6,10.508915,7.4245605,precomputed,8,0.8,1.0,1.0,42,pdb,9BL6,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7s8a,0.29798272,9.834488,precomputed,8,0.8,1.0,1.0,42,pdb,7S8A,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7ow5,10.700635,2.2037363,precomputed,8,0.8,1.0,1.0,42,pdb,7OW5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7jyv,10.741838,4.786875,precomputed,8,0.8,1.0,1.0,42,pdb,7JYV,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vfu,-2.0493953,14.055872,precomputed,8,0.8,1.0,1.0,42,pdb,3VFU,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrb,5.0439777,-1.3452032,precomputed,8,0.8,1.0,1.0,42,pdb,3MRB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5hho,2.0403726,1.6385546,precomputed,8,0.8,1.0,1.0,42,pdb,5HHO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8f5a,4.7016068,13.801806,precomputed,8,0.8,1.0,1.0,42,pdb,8F5A,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7r7x,5.217962,12.00053,precomputed,8,0.8,1.0,1.0,42,pdb,7R7X,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3ln4,0.5661808,11.374229,precomputed,8,0.8,1.0,1.0,42,pdb,3LN4,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uj8,1.312729,7.86633,precomputed,8,0.8,1.0,1.0,42,pdb,6UJ8,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vb2,1.7329434,13.066793,precomputed,8,0.8,1.0,1.0,42,pdb,6VB2,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8xg2,9.733628,5.4932346,precomputed,8,0.8,1.0,1.0,42,pdb,8XG2,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3pwl,4.015474,5.6444664,precomputed,8,0.8,1.0,1.0,42,pdb,3PWL,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3x13,0.05303,9.4385395,precomputed,8,0.8,1.0,1.0,42,pdb,3X13,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8z08,12.331599,6.3106713,precomputed,8,0.8,1.0,1.0,42,pdb,8Z08,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7pbc,7.6674943,3.415848,precomputed,8,0.8,1.0,1.0,42,pdb,7PBC,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2x4s,7.4855733,4.922967,precomputed,8,0.8,1.0,1.0,42,pdb,2X4S,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7wj3,1.5767121,13.108625,precomputed,8,0.8,1.0,1.0,42,pdb,7WJ3,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
6rp9,6.524646,4.636522,precomputed,8,0.8,1.0,1.0,42,pdb,6RP9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8tuh,1.4807158,8.0439,precomputed,8,0.8,1.0,1.0,42,pdb,8TUH,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1a1n,-0.6486078,15.274298,precomputed,8,0.8,1.0,1.0,42,pdb,1A1N,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6mt6,4.051599,12.49333,precomputed,8,0.8,1.0,1.0,42,pdb,6MT6,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4jqv,2.7803779,13.250969,precomputed,8,0.8,1.0,1.0,42,pdb,4JQV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8sbk,9.946676,5.515758,precomputed,8,0.8,1.0,1.0,42,pdb,8SBK,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6r2l,6.099088,2.2946846,precomputed,8,0.8,1.0,1.0,42,pdb,6R2L,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4wuu,4.7725186,4.9003158,precomputed,8,0.8,1.0,1.0,42,pdb,4WUU,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2vlk,2.9190683,2.1911223,precomputed,8,0.8,1.0,1.0,42,pdb,2VLK,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5fa4,8.104521,0.91363615,precomputed,8,0.8,1.0,1.0,42,pdb,5FA4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4o2e,2.381571,13.436929,precomputed,8,0.8,1.0,1.0,42,pdb,4O2E,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8e8i,-2.9230149,9.8047085,precomputed,8,0.8,1.0,1.0,42,pdb,8E8I,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6pte,5.0242286,4.5515203,precomputed,8,0.8,1.0,1.0,42,pdb,6PTE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrq,5.9315686,-1.1802976,precomputed,8,0.8,1.0,1.0,42,pdb,3MRQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c08,4.9125066,0.6059364,precomputed,8,0.8,1.0,1.0,42,pdb,5C08,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8shi,3.114971,11.830897,precomputed,8,0.8,1.0,1.0,42,pdb,8SHI,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1w72,9.926394,3.6670632,precomputed,8,0.8,1.0,1.0,42,pdb,1W72,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5hhp,7.3303857,-1.3501781,precomputed,8,0.8,1.0,1.0,42,pdb,5HHP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5e9d,4.2708063,2.452515,precomputed,8,0.8,1.0,1.0,42,pdb,5E9D,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8xes,10.38848,5.194759,precomputed,8,0.8,1.0,1.0,42,pdb,8XES,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6tro,8.310003,1.7338076,precomputed,8,0.8,1.0,1.0,42,pdb,6TRO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6o4z,9.297906,-0.0035326115,precomputed,8,0.8,1.0,1.0,42,pdb,6O4Z,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6g3j,4.511727,1.8933818,precomputed,8,0.8,1.0,1.0,42,pdb,6G3J,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2p5e,4.2325096,5.0727186,precomputed,8,0.8,1.0,1.0,42,pdb,2P5E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2dyp,3.5000606,9.985869,precomputed,8,0.8,1.0,1.0,42,pdb,2DYP,HLA-G,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
3hpj,4.7817144,5.177838,precomputed,8,0.8,1.0,1.0,42,pdb,3HPJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7lgt,5.067373,14.004651,precomputed,8,0.8,1.0,1.0,42,pdb,7LGT,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6o4y,5.236258,-1.803912,precomputed,8,0.8,1.0,1.0,42,pdb,6O4Y,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3v5h,7.980712,3.6558447,precomputed,8,0.8,1.0,1.0,42,pdb,3V5H,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3o3e,6.3707848,3.3871655,precomputed,8,0.8,1.0,1.0,42,pdb,3O3E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3pwn,4.8184505,4.9904532,precomputed,8,0.8,1.0,1.0,42,pdb,3PWN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9skp,6.535699,-1.5825841,precomputed,8,0.8,1.0,1.0,42,pdb,9SKP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9wk0,7.145546,-1.0302835,precomputed,8,0.8,1.0,1.0,42,pdb,9WK0,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2gj6,4.1026874,2.0110078,precomputed,8,0.8,1.0,1.0,42,pdb,2GJ6,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5wkh,10.725633,4.404826,precomputed,8,0.8,1.0,1.0,42,pdb,5WKH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8i5e,9.706265,5.1082487,precomputed,8,0.8,1.0,1.0,42,pdb,8I5E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vrj,3.9217107,14.773651,precomputed,8,0.8,1.0,1.0,42,pdb,3VRJ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3sjv,-4.182771,10.317971,precomputed,8,0.8,1.0,1.0,42,pdb,3SJV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3mrm,4.574486,-1.066667,precomputed,8,0.8,1.0,1.0,42,pdb,3MRM,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4pra,-0.99935657,15.011522,precomputed,8,0.8,1.0,1.0,42,pdb,4PRA,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6rsy,5.3783083,4.728648,precomputed,8,0.8,1.0,1.0,42,pdb,6RSY,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5wmp,0.27106693,9.980284,precomputed,8,0.8,1.0,1.0,42,pdb,5WMP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
